candidate_email,full_name,candidate_title,about,location,preferred_employment_type,yoe,seniority,created_at,skills
sean.mcdowell.jr.@gmail.com,Sean Mcdowell Jr.,"June 2018 Bachelor of Engineering Computer Pune, Maharashtra Savitribai Phule Pune University","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Particip...","Sweeneymouth, Reunion",,0.0,Junior,2025-06-13T03:55:34,
brent.crawford@yahoo.com,Brent Crawford,fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details,"â¢ Operating Systems: Windows â¢ Others: MS Excel, MS Office, MS Power Point Key Projects Handled Project Title: fruit sorting and disease detection Client: Kranti Dynamics Team Size: 5 Education Details January 2014 B.E. Electronics Mumbai, Maharashtra University of Mumbai Python Developer/analyst python developer and data analyst Skill Details python scripting,programming,developing- Exprience - 12 months frontend ,html- Exprience - 12 months python liabrary, numpy,pandas,matplolib,requests,...","North Abigailside, Ecuador",,1.0,Junior,2024-03-07T15:32:23,
mrs..misty.wallace.md@gmail.com,Mrs. Misty Wallace MD,Senior System Engineer,"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details January 2013 Post Graduate Diploma Information Technology Pune, Maharashtra Symbiosis Institute January 2007 Bachelor of Engineering Electronics and Telecommunications Pune, Maharashtra Pune University Cloud Operations Architect (DevOps) Cloud Operations Architect (DevOps) - DevOps Skill Details Cloud Computing- Exprience - 48 months Shell Scripting- Exprience - 96 months Python- Exprience - 6 months Automation- E...","Port Cynthia, Philippines",,2.0,Mid-level,2024-08-30T14:11:42,
denise.payne@hotmail.com,Denise Payne,Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Team Size: 3. Role: Mechanism designer. The TCS 230 sensor sorts the RGB color balls according to their color. Diploma Project RFID Based Student Team Size: 4. Role: Interface. Attendance System Using GSM. In this student show RFID card of his own and then message send via GSM to their parent that his ward is present.Education Details,"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team Size: 4. Role: Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Te...","Sanchezbury, South Africa",,1.0,Junior,2024-05-27T06:45:58,
brett.kramer@hotmail.com,Brett Kramer,Devops Engineer,"CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Requirement Gathering ~Continuous Integration and Continuous Deployment ~ Software Development Life Cycle ~ Software Testing Life Cycle ~ Documentation & Reporting ~ Test Reports IT SKILLS â¢ Primary Skills: Dev-ops methodologies â¢ Programming Languages: C, Core Java â¢ Version Controls: GIT, Bitbucket â¢ Build Tools: ANT, Maven â¢ CI/CD Tools: Jenkins â¢ Configuration management: Ansible â¢ ...","Brookeborough, Austria",,0.0,Junior,2024-04-08T22:44:01,
anthony.young@hotmail.com,Anthony Young,1) Complain Management System and 2) Company Information System,"Technical Skills Key Skills MS Technology .Net, SharePoint, MS SQL and Oracle PL/SQL Project Management & Execution Cloud Computing using Windows Azure and Amazon AWS/ EC2 Cloud XML/XAML/XSLT, HTML5, DHTML, CSS3, JavaScript/JQuery/JSON, AngularJS, Web API, OData Service, VBScript, Node JS, Handling Dynamic QA Activities, Project Delivery Frameworks UI Design and Mobile Development, JAVA, JSP, SWING, J2EE Service Oriented Architecture (SOA), Web Service/WCF Service/Web API, Requirement Gathering ...","West Lee, Christmas Island",,0.0,Junior,2024-01-22T12:18:59,
rebecca.davis@yahoo.com,Rebecca Davis,January 2004  Software Engineering  Aptech,Core skills â¢ Project / Program Management â¢ Agile / Scrum Management â¢ Risk /Client Management â¢ Process Improvements â¢ Proposals/RFE â¢ Selenium â¢ RALLY / IBM TD Platform â¢ Python â¢ DevOps / DevSecOps â¢ SAFe - Agile Craft â¢ Delivery / Test Management â¢ Project / Program Finance â¢ Profit Maximization â¢ Internal / External Audits â¢ Software Testing / Quality Assurance â¢ Visual Basic 6.0 â¢ MS-SQL Server / Oracle 8/8i â¢ Conformiq â¢ HP QC / QTP â¢ Crystal Repor...,"West Paulfort, Lao People's Democratic Republic",Contract,0.0,Junior,2023-12-08T12:07:48,
kathryn.lopez@gmail.com,Kathryn Lopez,Project Manager,"Total IT Experience 15 years. Core expertise in Data Base Design, PHP, Python, MySql, JavaScript, HTML 5, Ajax, Jquery, XML, Agile Methodology, DevOps Methodology, Scrum Framework, JIRA Tool, GIT, Bitbucket, Anjular JS 1, Angular JS 2, Core Java, J2EE. Education Details April 2004 MCM Computer Management Pune, Maharashtra Pune University April 1998 B.Sc Maths Kerala University Project Manager Project Manager Skill Details Data Base Design, PHP, Python, MySql, JavaScript, HTML, Ajax, XML, Agile M...","New Tamaraberg, Israel",,15.0,Lead/Principal,2024-07-25T17:22:03,
kevin.montgomery@yahoo.com,Kevin Montgomery,"involves entire test delivery of large programs under banking domain which includes leading a team comprising of individuals (Client & Vendor) from functional (Regression, Integration) & shared services (Security, Performance, accessibility and Automation) groups","TECHNICAL SKILLS â¢ HP ALM, RTC and JIRA â¢ AS400 (iSeries) with SQL â¢ Test Automation: X- Framework (In hours HSBC Framework), UFT and LISA â¢ Test Data Automation - CATDM â¢ Test Scheduling - Jenkins and Maven â¢ Test Document Versioning - Confluence and SharePoint.Education Details January 2002 Bachelor of Engineering Computer Engineering Mumbai, MAHARASHTRA, IN Mumbai University January 1999 Diploma Computer Technology Mumbai, MAHARASHTRA, IN Maharashtra State Board of Technical Educa...","Priscillastad, Guernsey",,0.0,Junior,2024-07-12T10:27:50,
gary.gutierrez@yahoo.com,Gary Gutierrez,Senior System Engineer,"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details January 2013 Post Graduate Diploma Information Technology Pune, Maharashtra Symbiosis Institute January 2007 Bachelor of Engineering Electronics and Telecommunications Pune, Maharashtra Pune University Cloud Operations Architect (DevOps) Cloud Operations Architect (DevOps) - DevOps Skill Details Cloud Computing- Exprience - 48 months Shell Scripting- Exprience - 96 months Python- Exprience - 6 months Automation- E...","Zacharyside, Bulgaria",,2.0,Mid-level,2025-02-26T18:51:05,
laura.ramirez@hotmail.com,Laura Ramirez,Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Team Size: 3. Role: Mechanism designer. The TCS 230 sensor sorts the RGB color balls according to their color. Diploma Project RFID Based Student Team Size: 4. Role: Interface. Attendance System Using GSM. In this student show RFID card of his own and then message send via GSM to their parent that his ward is present.Education Details,"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team Size: 4. Role: Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Te...","Maureenville, Palau",,1.0,Junior,2024-05-23T16:22:10,
mallory.davis@gmail.com,Mallory Davis,Devops Engineer,"CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Requirement Gathering ~Continuous Integration and Continuous Deployment ~ Software Development Life Cycle ~ Software Testing Life Cycle ~ Documentation & Reporting ~ Test Reports IT SKILLS â¢ Primary Skills: Dev-ops methodologies â¢ Programming Languages: C, Core Java â¢ Version Controls: GIT, Bitbucket â¢ Build Tools: ANT, Maven â¢ CI/CD Tools: Jenkins â¢ Configuration management: Ansible â¢ ...","Lake Jonathan, Congo",,0.0,Junior,2025-04-20T09:30:16,
penny.gibson@yahoo.com,Penny Gibson,Senior System Engineer,"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details January 2013 Post Graduate Diploma Information Technology Pune, Maharashtra Symbiosis Institute January 2007 Bachelor of Engineering Electronics and Telecommunications Pune, Maharashtra Pune University Cloud Operations Architect (DevOps) Cloud Operations Architect (DevOps) - DevOps Skill Details Cloud Computing- Exprience - 48 months Shell Scripting- Exprience - 96 months Python- Exprience - 6 months Automation- E...","Moorefurt, Moldova",,2.0,Mid-level,2024-10-01T14:20:59,
shane.graves@hotmail.com,Shane Graves,Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Team Size: 3. Role: Mechanism designer. The TCS 230 sensor sorts the RGB color balls according to their color. Diploma Project RFID Based Student Team Size: 4. Role: Interface. Attendance System Using GSM. In this student show RFID card of his own and then message send via GSM to their parent that his ward is present.Education Details,"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team Size: 4. Role: Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Te...","Fieldschester, El Salvador",,1.0,Junior,2024-06-19T14:30:04,
tracy.lynch@hotmail.com,Tracy Lynch,Devops Engineer,"CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Requirement Gathering ~Continuous Integration and Continuous Deployment ~ Software Development Life Cycle ~ Software Testing Life Cycle ~ Documentation & Reporting ~ Test Reports IT SKILLS â¢ Primary Skills: Dev-ops methodologies â¢ Programming Languages: C, Core Java â¢ Version Controls: GIT, Bitbucket â¢ Build Tools: ANT, Maven â¢ CI/CD Tools: Jenkins â¢ Configuration management: Ansible â¢ ...","South Georgeside, San Marino",,0.0,Junior,2025-05-11T00:42:12,
melanie.johnston@gmail.com,Melanie Johnston,Senior System Engineer,"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details January 2013 Post Graduate Diploma Information Technology Pune, Maharashtra Symbiosis Institute January 2007 Bachelor of Engineering Electronics and Telecommunications Pune, Maharashtra Pune University Cloud Operations Architect (DevOps) Cloud Operations Architect (DevOps) - DevOps Skill Details Cloud Computing- Exprience - 48 months Shell Scripting- Exprience - 96 months Python- Exprience - 6 months Automation- E...","Leblancport, Saint Lucia",,2.0,Mid-level,2024-04-13T08:46:30,
james.wise@yahoo.com,James Wise,Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Team Size: 3. Role: Mechanism designer. The TCS 230 sensor sorts the RGB color balls according to their color. Diploma Project RFID Based Student Team Size: 4. Role: Interface. Attendance System Using GSM. In this student show RFID card of his own and then message send via GSM to their parent that his ward is present.Education Details,"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team Size: 4. Role: Programmer. AES Algorithm AES is Advanced Encryption Standard which is used in cryptography by which we can protect our data. It encrypted by a Secret Key. T.E. project Sorting Robot. Te...","Marquezfurt, Sudan",,1.0,Junior,2024-07-29T08:15:55,
